adj_abs_diff_mean,adj_abs_diff_median,cluster_mismatch_rate,permutation,plate_key,plateid,elution
0.03624294705882353,0.006079,0.17647058823529413,1,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03471912647058823,0.006050500000000011,0.17647058823529413,2,Mix-A_005_E1|1,Mix-A_005_E1,1
0.031953194117647056,0.00667820000000002,0.2647058823529412,3,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03211900882352941,0.00665885000000005,0.23529411764705882,4,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03248547058823529,0.00748459999999995,0.20588235294117646,5,Mix-A_005_E1|1,Mix-A_005_E1,1
0.028269999999999993,0.004132249999999945,0.2647058823529412,6,Mix-A_005_E1|1,Mix-A_005_E1,1
0.031186985294117647,0.005638599999999995,0.2647058823529412,7,Mix-A_005_E1|1,Mix-A_005_E1,1
0.0403653,0.00853975000000001,0.20588235294117646,8,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03658442941176471,0.007128650000000015,0.23529411764705882,9,Mix-A_005_E1|1,Mix-A_005_E1,1
0.04046287352941177,0.007466199999999981,0.23529411764705882,10,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03200044705882354,0.00658830000000005,0.23529411764705882,11,Mix-A_005_E1|1,Mix-A_005_E1,1
0.04000992647058823,0.006733849999999985,0.2647058823529412,12,Mix-A_005_E1|1,Mix-A_005_E1,1
0.039092517647058816,0.005540850000000041,0.2647058823529412,13,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03843711764705882,0.0073024500000000705,0.20588235294117646,14,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03465274411764706,0.00491385,0.2647058823529412,15,Mix-A_005_E1|1,Mix-A_005_E1,1
0.038168949999999986,0.0067546,0.20588235294117646,16,Mix-A_005_E1|1,Mix-A_005_E1,1
0.030904838235294108,0.005816800000000011,0.2647058823529412,17,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03470362058823529,0.0068819500000000255,0.23529411764705882,18,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03850204117647058,0.0072000499999999605,0.17647058823529413,19,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03666789705882352,0.0044054500000000356,0.20588235294117646,20,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03520637647058823,0.006095049999999991,0.2647058823529412,21,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03177563823529412,0.0051600000000000005,0.20588235294117646,22,Mix-A_005_E1|1,Mix-A_005_E1,1
0.032869735294117644,0.0075157999999999605,0.2647058823529412,23,Mix-A_005_E1|1,Mix-A_005_E1,1
0.038342338235294114,0.006336649999999996,0.20588235294117646,24,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03945303529411763,0.00725140000000002,0.20588235294117646,25,Mix-A_005_E1|1,Mix-A_005_E1,1
0.038533782352941165,0.005473050000000036,0.14705882352941177,26,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03496706764705882,0.004796650000000016,0.17647058823529413,27,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03686880588235294,0.007529100000000011,0.20588235294117646,28,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03088535294117646,0.004837750000000031,0.20588235294117646,29,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03326993235294118,0.007155000000000025,0.20588235294117646,30,Mix-A_005_E1|1,Mix-A_005_E1,1
0.029261632352941182,0.005922300000000042,0.2647058823529412,31,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03131708823529412,0.005545100000000025,0.20588235294117646,32,Mix-A_005_E1|1,Mix-A_005_E1,1
0.031998920588235294,0.00789614999999999,0.2647058823529412,33,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03956993235294117,0.006696900000000065,0.2647058823529412,34,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03552877352941176,0.006361600000000021,0.2647058823529412,35,Mix-A_005_E1|1,Mix-A_005_E1,1
0.035486952941176465,0.007911999999999975,0.2647058823529412,36,Mix-A_005_E1|1,Mix-A_005_E1,1
0.031029352941176466,0.0048172499999999995,0.2647058823529412,37,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03912178235294117,0.00745440000000003,0.2647058823529412,38,Mix-A_005_E1|1,Mix-A_005_E1,1
0.025164776470588224,0.004376549999999985,0.2647058823529412,39,Mix-A_005_E1|1,Mix-A_005_E1,1
0.025237202941176474,0.0075950499999999956,0.2647058823529412,40,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03620874411764705,0.00683640000000002,0.23529411764705882,41,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03892097352941176,0.008543699999999986,0.2647058823529412,42,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03183895,0.006012300000000029,0.23529411764705882,43,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03153205294117646,0.004697699999999975,0.2647058823529412,44,Mix-A_005_E1|1,Mix-A_005_E1,1
0.038878147058823524,0.006925049999999991,0.23529411764705882,45,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03741374705882352,0.0048711000000000206,0.17647058823529413,46,Mix-A_005_E1|1,Mix-A_005_E1,1
0.035788929411764696,0.007040800000000016,0.23529411764705882,47,Mix-A_005_E1|1,Mix-A_005_E1,1
0.028834041176470582,0.006302099999999975,0.20588235294117646,48,Mix-A_005_E1|1,Mix-A_005_E1,1
0.032622344117647056,0.006095049999999991,0.2647058823529412,49,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03873874411764704,0.00689384999999998,0.23529411764705882,50,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03840937941176469,0.005193050000000031,0.23529411764705882,51,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03500875588235293,0.006574400000000036,0.14705882352941177,52,Mix-A_005_E1|1,Mix-A_005_E1,1
0.030566829411764695,0.003976849999999975,0.20588235294117646,53,Mix-A_005_E1|1,Mix-A_005_E1,1
0.03831832352941175,0.005961199999999996,0.2647058823529412,54,Mix-A_005_E1|1,Mix-A_005_E1,1
